,comp_interno1,comp_interno2,comp_interno4,categoria1,categoria3,comp_mixto1,comp_externo1,comp_externo2,comp_externo3,Comp_final
13213,14184.39716,1,66,2,147,0.23416,197.1014493,19.53461649,131,0
13215,0,1,44,2,156,0.31212,71.01449275,7.038207412,97,0
13216,0,0,41,2,163,0.296,347.826087,34.47285263,-40,1
13217,8105.369807,1,51,2,156,0.32132,925.3710145,40.21832807,12,0
13218,2026.342452,0,55,1,146,0.36296,717.3913043,71.10025855,127,1
13219,0,1,51,2,159,0.33636,452.173913,44.81470842,54,0
13220,3039.513678,0,44,3,154,0.36748,28.98550725,2.872737719,127,0
13221,0,1,51,3,164,0.36552,188.4057971,18.67279517,88,0
13222,810.5369807,0,68,2,156,0.36666,144.6376812,14.33496122,73,0
13223,2026.342452,1,58,2,154,0.37694,397.1014493,34.18557886,99,0
13224,0,0,53,1,168,0.368,86.95652174,8.618213157,59,1
13225,0,1,64,1,146,0.3242,901.4492754,89.34214306,108,0
13226,0,1,45,3,162,0.34,31.88405797,0,128,1
13227,0,1,74,3,170,0.36,717.3913043,71.10025855,122,1
13228,709.2198582,1,61,3,167,0.31296,0,0,85,0
13229,0,1,55,2,167,0.34824,181.3043478,17.96897443,127,0
13230,0,0,45,2,170,0.34,0.002898551,0,-608,0
13231,0,1,50,1,159,0.3696,434.7826087,28.72737719,83,1
13232,1013.171226,1,61,3,153,0.34,2318.84058,20.97098535,80,0
13234,0,0,50,6,146,0.3597,207.0434783,20.51996553,121,1
13235,0,0,57,3,159,0.36852,529.8550725,52.5136455,115,0
13236,0,1,59,2,159,0.28888,457.9710145,45.38925596,125,0
13238,0,0,48,1,151,0.37142,293.9130435,29.12956047,132,0
13239,0,0,64,2,146,0.26682,640.5797101,25.96954898,132,1
13240,0,1,46,1,167,0.34,230.4347826,22.83826487,121,1
13241,2684.903749,0,53,2,168,0.36628,86.95652174,8.618213157,40,1
13242,1013.171226,1,47,3,159,0.36866,5.507246377,0,78,1
13243,1266.464032,1,50,1,149,0.32188,388.4057971,38.49468544,58,1
13244,506.585613,1,63,1,169,0.37,724.6376812,43.09106579,108,0
13245,911.8541033,1,48,2,154,0.37994,18.84057971,0,147,1
13246,1114.488349,1,53,1,167,0.288,495.6521739,49.123815,42,1
13247,911.8541033,0,70,3,151,0.313,159.1304348,0,131,1
13248,8611.95542,0,58,1,146,0.3579,431.884058,42.80379201,119,1
13249,0,1,74,2,151,0.36522,1449.275362,143.636886,36,0
13250,1013.171226,1,51,3,160,0.36838,81.15942029,8.043665613,102,1
13251,0,0,48,2,170,0.38,0,0,89,1
13252,0,0,57,1,149,0.32166,140.5797101,13.93277794,128,0
13253,0,1,72,1,164,0.30368,475.3623188,47.11289859,52,1
13254,5065.85613,1,74,3,164,0.38,289.8550725,22.40735421,96,0
13255,10131.71226,1,63,1,146,0.28,939.1304348,93.0767021,111,0
13256,2026.342452,1,49,2,147,0.30526,202.8985507,20.10916403,119,1
13257,0,1,75,3,146,0.28474,0,0,-608,0
13258,0,1,45,2,159,0.36984,1159.42029,34.7601264,80,1
13259,1013.171226,1,42,1,175,0.3033,724.6376812,71.81844298,25,0
13260,1519.756839,1,66,2,154,0.28392,568.115942,56.30565929,82,1
13261,1722.391084,1,54,2,156,0.35196,144.9275362,14.3636886,63,1
13262,0,1,57,2,164,0.33864,107.2463768,10.62912956,54,1
13263,1519.756839,1,69,2,175,0.35736,881.1594203,61.18931342,92,0
13264,1823.708207,1,51,1,172,0.38,124.6376812,9.049698363,57,1
13265,0,0,62,1,146,0.2605,300,29.73283539,111,0
13266,0,1,68,1,159,0.2392,1740.57971,172.5079,106,0
13267,0,1,55,1,159,0.2615,152.173913,8.330939385,97,0
13268,1215.805471,0,75,2,162,0.28504,1130.434783,112.036771,128,1
13269,0,1,47,1,159,0.35592,347.5362319,34.44412525,92,1
13270,0,1,57,2,159,0.26,1165.217391,115.4840563,84,1
13272,0,1,52,2,170,0.27778,119.1304348,11.66331514,131,0
13273,0,0,50,2,171,0.36736,17.39130435,0,61,1
13274,0,1,50,1,149,0.34286,931.884058,92.35851767,111,0
13275,0,0,51,2,151,0.30324,419.7101449,41.59724217,106,1
13276,3039.513678,1,66,2,163,0.32,384.057971,38.06377478,112,0
13277,0,1,63,1,164,0.33714,985.5072464,43.09106579,101,1
13278,506.585613,0,47,3,154,0.29792,847.7536232,84.02039644,117,1
13279,0,0,45,2,166,0.36842,28.98550725,1.953461649,82,1
13280,0,1,51,3,160,0.36542,478.2608696,47.40017236,26,1
13281,4559.270517,0,49,1,167,0.33714,84.05797101,7.756391841,121,0
13282,861.195542,1,58,6,148,0.37,211.5942029,20.97098535,61,0
13283,2532.928065,1,75,1,153,0.34974,1365.217391,135.3059466,124,1
13284,0,1,71,1,175,0.33236,23.91304348,0,63,1
13285,1013.171226,1,58,1,163,0.32,816.8115942,18.79143924,128,0
13286,0,0,62,1,158,0.368,869.5652174,86.18213157,64,0
13287,0,1,41,1,156,0.34344,10.14492754,0,-608,0
13288,0,1,72,1,158,0.35,394.2028986,39.06923298,100,1
13289,0,1,64,2,167,0.38,355.0724638,35.19103706,125,0
13290,0,1,47,2,159,0.35484,331.884058,32.89284688,113,0
13291,0,1,75,2,157,0.37,289.8550725,11.77822465,109,1
13292,5065.85613,1,75,1,146,0.23334,826.0869565,52.94455616,103,0
13293,0,1,56,3,164,0.38,633.3333333,62.76931916,132,0
13294,0,1,43,1,146,0.38998,202.8985507,19.53461649,105,1
13295,0,1,39,2,156,0.38,90.72463768,8.991669061,113,1
13296,759.8784195,1,51,2,151,0.32778,4.057971014,0,64,1
13297,15197.56839,1,60,3,164,0.29276,681.1594203,67.5093364,93,1
13298,4559.270517,1,64,2,146,0.34216,987.6347826,22.37862683,-40,0
13299,759.8784195,0,52,2,158,0.35912,315.942029,31.31284114,128,1
13300,5876.39311,1,56,2,163,0.32,875.3623188,86.75667912,120,1
13302,0,0,44,2,147,0.34214,75.36231884,7.46911807,57,1
13303,0,1,53,1,175,0.3172,124.6376812,6.664751508,123,0
13304,1823.708207,0,70,2,175,0.33078,247.5362319,24.53318012,50,1
13305,1013.171226,1,58,2,149,0.36902,565.2173913,56.01838552,115,1
13306,0,0,61,1,159,0.32,272.4637681,27.00373456,109,1
13307,911.8541033,1,49,1,175,0.36092,289.8550725,17.95461074,88,0
13308,0,0,51,3,146,0.30466,144.9275362,14.3636886,121,1
13309,5065.85613,1,48,2,166,0.34,956.5217391,94.80034473,75,0
13310,0,1,60,3,159,0.24212,182.6086957,18.09824763,125,1
13311,0,0,44,1,170,0.29886,101.1942029,8.129847745,119,0
13312,0,0,43,2,151,0.34538,107.826087,0,117,1
13313,0,0,45,3,148,0.33316,176.8115942,17.52370009,-608,1
13314,0,1,55,2,152,0.29802,311.5942029,30.88193048,115,1
13315,2532.928065,1,60,1,151,0.30432,301.4492754,29.87647228,88,1
13316,0,0,61,3,164,0.34016,382.6086957,2.872737719,78,0
13317,0,1,54,1,169,0.368,144.9275362,7.612754955,120,0
13318,0,0,51,6,149,0.36364,217.3913043,21.54553289,9,0
13319,0,1,48,3,165,0.37,411.5942029,0,67,0
13320,0,0,40,1,146,0.28672,86.95652174,8.618213157,102,1
13321,0,1,55,2,164,0.38,1052.173913,104.2803792,132,0
13322,3039.513678,1,46,1,146,0.34,620.2898551,61.47658719,102,1
13324,0,1,51,3,164,0.30694,124.6376812,12.35277219,108,1
13325,0,1,72,3,175,0.35384,352.173913,32.96753806,66,1
13326,0,1,46,1,151,0.37,52.17391304,5.170927894,79,1
13327,1215.805471,0,65,1,164,0.38,927.5362319,91.92760701,120,0
13328,1266.464032,1,66,4,156,0.32,552.173913,54.72565355,125,0
13329,0,1,69,3,164,0.37,72.46376812,7.181844298,101,1
13330,2532.928065,1,48,1,146,0.35974,1098.84058,108.9054869,130,0
13331,0,1,40,1,151,0.3668,86.95652174,8.618213157,76,1
13332,1519.756839,1,55,2,156,0.37,401.4492754,39.78741741,94,1
13333,0,1,45,1,164,0.36868,252.173913,24.99281816,98,1
13334,0,1,45,1,159,0.368,0,0,-609,0
13335,0,1,56,3,147,0.3034,97.68115942,9.681126113,81,0
13336,0,1,41,1,146,0.37,8.692753623,0.861534042,87,1
13337,5572.441743,1,70,1,156,0.37,622.0289855,61.64895145,107,1
13338,0,1,68,1,159,0.36998,1369.565217,135.7368572,28,0
13339,0,0,60,2,170,0.288,58.55072464,5.802930192,113,1
13340,0,1,57,3,146,0.36,144.9275362,14.3636886,111,1
13341,0,0,65,1,157,0.37,389.8550725,38.63832232,39,0
13342,0,1,45,1,159,0.35208,72.46376812,7.181844298,93,1
13343,0,1,57,2,151,0.35536,46.37681159,4.59638035,45,1
13344,0,1,45,3,164,0.30998,104.3478261,10.34185579,40,0
13345,1950.35461,1,55,1,169,0.37986,261.1594203,25.88336685,94,1
13346,7092.198582,0,66,1,146,0.31334,532.4637681,52.7721919,120,1
13347,5065.85613,1,59,2,168,0.37622,1449.275362,34.18557886,104,1
13348,0,1,56,3,164,0.38,50.72463768,5.027291008,115,1
13349,0,1,64,2,170,0.3647,455.3623188,45.13070957,107,0
13351,4457.953394,1,53,2,148,0.33626,243.7681159,16.51824188,95,0
13352,0,0,57,1,166,0.3781,201.4492754,5.027291008,89,1
13353,0,1,75,3,159,0.245,386.9565217,38.35104855,78,1
13355,0,0,53,1,168,0.39,260.8695652,25.85463947,91,1
13356,4052.684904,1,67,3,168,0.33334,246.3768116,24.41827061,46,1
13357,0,1,49,3,169,0.368,133.3333333,13.21459351,80,0
13358,7092.198582,0,71,1,146,0.29064,649.2753623,64.34932491,125,1
13359,0,1,45,1,158,0.37306,104.3478261,10.34185579,70,0
13360,0,1,52,1,164,0.37892,579.7101449,57.45475438,46,1
13361,0,1,37,1,159,0.37,124.6376812,12.35277219,90,1
13362,0,1,59,3,160,0.23614,505.7971014,50.1292732,115,1
13363,0,1,48,1,169,0.368,579.7101449,57.45475438,-40,0
13364,0,1,42,1,164,0.35834,86.08695652,8.532031026,70,1
13365,3444.782168,1,64,3,164,0.30596,524.3478261,51.96782534,56,1
13366,3039.513678,1,46,1,175,0.3,98.55072464,9.767308245,98,0
13367,0,0,70,2,160,0.38,1338.84058,132.6917552,122,1
13368,0,1,57,2,160,0.31956,859.1304348,85.14794599,103,0
13369,810.5369807,1,70,1,160,0.3024,46.37681159,0,127,0
13370,0,1,75,1,149,0.31,133.3333333,1.6374605,70,1
13371,0,0,73,3,159,0.31124,614.2028986,60.87331227,-20,0
13372,0,1,43,1,164,0.36704,153.6231884,15.22550991,67,0
13373,1013.171226,0,57,4,154,0.33334,0,0,-609,1
13374,0,0,54,3,148,0.3,0,0,-609,0
13375,3039.513678,1,63,1,175,0.368,142.0289855,13.81786843,10,1
13376,1519.756839,1,71,2,176,0.2692,448.4057971,44.44125251,63,1
13377,0,1,69,2,146,0.25714,434.7826087,43.09106579,98,0
13379,0,1,59,1,159,0.30346,1995.652174,197.787992,131,1
13380,0,0,45,1,175,0.35732,188.4057971,18.67279517,125,1
13381,0,1,64,1,158,0.37,213.1594203,21.12611319,75,1
13382,0,1,71,4,154,0.36972,0,0,-609,1
13383,0,1,50,3,171,0.25,1086.666667,107.6989371,124,0
13384,20263.42452,1,57,2,159,0.25446,481.1594203,47.68744614,128,1
13386,0,0,39,1,169,0.35334,365.2173913,14.36340132,41,1
13387,0,1,51,2,163,0.38,368.115942,36.48376903,124,1
13388,0,1,69,1,159,0.32,392.5507246,37.05831658,67,1
13389,0,1,49,1,169,0.35758,114.4927536,11.34731399,118,1
13391,0,1,71,3,146,0.36552,28.98550725,2.872737719,66,0
13392,8105.369807,1,53,2,159,0.24248,585.5072464,58.02930192,105,0
13393,1519.756839,1,74,1,169,0.37918,208.6956522,20.68371158,-38,0
13394,810.5369807,1,58,3,147,0.30296,72.46376812,0,132,1
13396,0,1,44,1,159,0.33862,17.39130435,1.43636886,50,1
13397,11160.20263,1,75,1,176,0.34,462.3188406,45.82016662,67,0
13398,0,1,55,2,170,0.36638,59.42028986,0,63,1
13399,0,0,75,3,166,0.34814,692.7536232,15.7426027,112,0
13400,0,1,44,3,151,0.36722,0,0,-609,1
13401,1013.171226,1,53,1,158,0.2981,0,0,-608,0
13402,3039.513678,1,72,3,175,0.32186,811.5942029,80.43665613,125,0
13403,1519.756839,1,64,2,169,0.37,712.4637681,70.61189313,95,0
13404,0,1,43,1,159,0.38,423.1884058,41.9419707,58,0
13405,21276.59574,1,52,2,146,0.22808,489.8550725,48.54926745,96,1
13406,0,1,40,1,159,0.32218,121.7391304,12.06549842,93,0
13407,0,1,67,2,164,0.38,869.5652174,86.18213157,121,0
13408,0,1,46,1,164,0.34,195.0724638,17.23642631,91,0
13409,0,0,47,1,146,0.3365,659.4202899,65.35478311,131,1
13410,0,0,48,1,164,0.368,127.5362319,8.451594369,41,1
13411,0,1,48,3,146,0.30854,98.55072464,9.767308245,117,0
13412,0,1,55,2,163,0.37,446.6666667,44.26888825,8,1
13413,0,1,56,1,147,0.37806,37.68115942,3.734559035,100,1
13414,0,1,48,1,159,0.296,533.3333333,52.85837403,87,0
13415,0,1,47,1,168,0.35714,144.9275362,14.3636886,107,1
13416,405.2684904,1,50,2,155,0.32728,127.173913,12.60413674,31,1
13417,506.585613,1,53,1,165,0.37,108.6956522,10.77276645,110,0
13418,0,1,70,2,146,0.3791,649.2753623,64.34932491,70,1
13419,4863.221884,1,52,2,148,0.2999,144.9275362,14.3636886,62,1
13420,1013.171226,1,55,1,154,0.368,789.8550725,78.28210284,130,0
13421,0,1,52,1,156,0.38,217.3913043,4.136742315,107,1
13422,0,0,59,3,148,0.30218,397.3913043,39.38523413,118,1
13423,0,0,61,2,148,0.3256,347.826087,34.47285263,132,0
13424,0,1,52,2,159,0.3394,275.3623188,27.29100833,63,0
13425,2532.928065,1,57,1,164,0.34,65.2173913,6.463659868,106,1
13426,1436.676798,0,70,4,148,0.26,0,0,-608,1
13427,0,1,58,2,167,0.28422,66.66666667,6.607296754,100,0
13428,2532.928065,0,75,1,175,0.37,202.8985507,7.239299052,-30,1
13429,6838.905775,0,62,3,159,0.36666,466.6666667,46.25107728,128,0
13430,0,1,56,2,156,0.3198,179.7101449,14.3636886,63,1
13431,0,1,67,2,164,0.32222,1159.42029,114.9095088,127,0
13432,2026.342452,0,63,3,146,0.34,887.826087,87.99195633,99,0
13433,0,1,73,1,168,0.32,565.2173913,56.01838552,81,1
13434,2836.879433,1,57,3,164,0.37948,58.26086957,5.774202815,84,1
13435,911.8541033,1,64,2,161,0.28698,1226.956522,121.6029876,129,0
13436,0,1,69,6,152,0.32318,321.7391304,31.88738868,120,1
13437,3039.513678,1,59,1,164,0.28,617.3913043,61.18931342,85,1
13438,0,1,73,3,175,0.38,76.8115942,7.612754955,98,1
13439,7396.149949,1,65,2,159,0.3,869.5652174,86.18213157,121,0
13440,5065.85613,1,67,2,173,0.28696,1257.391304,124.6193623,81,1
13441,0,1,64,1,159,0.33928,521.7391304,51.70927894,118,0
13442,0,1,67,3,168,0.38,678.2608696,64.92387245,107,1
13443,0,1,68,3,175,0.24458,873.2463768,86.54696926,87,0
13444,0,1,52,1,160,0.37,701.4492754,69.5202528,46,0
13445,405.2684904,1,46,3,154,0.35186,49.27536232,4.883654122,118,0
13447,0,0,52,1,155,0.3574,23.1884058,2.298190175,94,1
13448,2026.342452,1,74,1,165,0.36406,2898.550725,95.37489227,102,1
13449,0,1,50,2,151,0.272,28.98550725,0,72,1
13450,0,1,57,3,164,0.32704,582.6086957,57.74202815,132,0
13451,0,1,55,1,164,0.38,202.8985507,20.10916403,60,1
13452,0,0,45,1,146,0.35256,1187.971014,117.7391554,127,0
13453,0,0,48,1,171,0.34064,252.173913,24.99281816,67,0
13454,0,1,48,3,164,0.30052,194.2028986,14.36340132,75,1
13455,0,1,46,3,164,0.39,188.4057971,18.67279517,99,0
13456,0,1,44,3,146,0.30784,147.826087,14.65096237,98,0
13457,0,1,59,1,166,0.32904,465.5072464,46.13616777,103,1
13458,0,1,68,1,164,0.28888,14.49275362,0,100,0
13459,506.585613,1,74,1,166,0.36,579.7101449,28.72737719,125,0
13460,0,1,59,2,159,0.3,579.715942,57.45532893,115,1
13461,25329.28065,1,73,2,151,0.34,811.5942029,80.43665613,-42,0
13462,2532.928065,1,75,3,170,0.38,292.7536232,29.01465096,99,1
13463,101317.1226,1,70,2,164,0.3356,565.2173913,56.01838552,100,1
13464,0,1,47,3,164,0.3742,143.6521739,14.23728814,117,1
13465,0,0,57,1,163,0.37,376.8115942,37.34559035,115,0
13466,1013.171226,0,43,1,146,0.38,282.6086957,28.00919276,51,1
13467,0,0,55,3,168,0.37,217.3913043,21.54553289,61,0
13468,3039.513678,1,66,3,154,0.36,495.6521739,49.123815,0,0
13469,3039.513678,1,53,3,159,0.27996,144.9275362,14.07641482,99,0
13470,0,1,53,3,164,0.24858,17.39130435,0,131,1
13471,1013.171226,0,67,1,175,0.34,10.14492754,0,68,1
13472,0,0,45,1,164,0.37778,123.2463768,12.21488078,125,0
13473,0,1,75,1,170,0.3449,144.9275362,14.3636886,108,1
13474,861.195542,1,46,1,170,0.368,347.826087,9.997127262,112,1
13475,861.195542,1,53,3,173,0.33986,357.9710145,35.47831083,84,1
13476,354.6099291,1,47,1,151,0.37,202.8985507,20.10916403,27,1
13477,0,0,62,1,146,0.33904,1435.072464,142.2292445,132,1
13478,1013.171226,1,46,3,169,0.36212,217.3913043,21.54553289,-5,1
13479,0,1,65,2,160,0.27642,60.86956522,6.03274921,108,1
13480,0,0,62,1,146,0.30858,97.39130435,9.652398736,132,0
13481,0,1,64,2,146,0.2619,434.7826087,43.09106579,50,0
13482,0,1,63,2,159,0.24286,652.4637681,64.66532606,54,0
13483,506.585613,1,45,3,151,0.32698,0,0,41,1
13484,0,1,54,2,159,0.34,1449.275362,44.24016087,120,0
13485,0,1,63,1,151,0.38,118.8405797,11.77822465,94,1
13486,0,1,72,3,164,0.23284,623.1884058,61.76386096,132,1
13487,607.9027356,1,73,1,155,0.34548,108.8550725,10.7885665,83,1
13489,1013.171226,0,63,3,146,0.30904,452.173913,44.81470842,129,1
13490,0,1,58,1,159,0.27826,217.3913043,21.54553289,53,1
13491,0,1,49,1,149,0.36646,1095.507246,108.5751221,69,0
13492,0,1,51,1,159,0.29212,524.6376812,51.99655271,110,0
13493,2532.928065,1,62,2,154,0.39,582.8985507,57.77075553,114,1
13494,0,1,50,2,162,0.34,212.7275362,21.08330939,126,1
13495,4052.684904,1,75,3,166,0.31112,1322.318841,131.0542947,68,1
13496,0,0,45,1,160,0.27032,0,0,-609,1
13497,0,0,47,1,156,0.38,98.54782609,9.767020971,127,0
13498,607.9027356,1,66,1,175,0.36854,376.8115942,37.34559035,77,0
13499,658.5612969,1,53,1,175,0.33334,185.5072464,18.3855214,57,0
13500,2026.342452,1,51,2,160,0.37996,2898.550725,44.81470842,64,0
13501,0,1,46,3,164,0.34486,617.3913043,61.18931342,125,1
13502,0,1,54,1,163,0.2,53.62318841,0,131,0
13503,0,0,49,2,159,0.36,218.8405797,5.11347314,106,1
13504,0,0,51,1,146,0.33362,86.95652174,7.877046826,118,1
13505,2026.342452,0,69,2,153,0.31,487.2463768,30.16374605,109,0
13506,3039.513678,0,53,2,160,0.38,250.7246377,24.84918127,108,1
13507,0,1,46,2,159,0.36,179.5246377,17.79258834,45,1
13508,2026.342452,1,53,2,148,0.26,514.026087,14.79459925,55,0
13509,0,1,69,4,164,0.38,724.6376812,71.81844298,87,1
13510,1013.171226,1,75,3,175,0.37142,2014.623188,14.3636886,120,1
13512,6079.027356,0,49,2,161,0.24666,556.6463768,55.16891698,128,0
13513,0,1,43,1,160,0.38,79.42028986,7.87130135,71,1
13514,0,0,51,2,160,0.2921,208.6956522,20.68371158,95,0
13515,0,0,47,1,166,0.35322,311.884058,30.91065786,59,1
13516,0,1,61,3,146,0.33212,617.3913043,5.745475438,69,1
13517,1215.805471,0,58,3,154,0.23786,1611.884058,159.7529446,92,1
13518,18237.08207,1,67,2,159,0.31004,1449.275362,51.42200517,98,0
13519,0,1,46,3,146,0.36048,159.4202899,15.80005745,122,1
13520,0,0,53,1,159,0.31264,357.6811594,35.44958345,120,0
13521,0,1,57,1,154,0.3799,834.7826087,82.73484631,122,1
13522,0,1,44,1,164,0.38,189.2956522,18.76098822,74,1
13523,0,1,63,3,164,0.34,686.9565217,68.08388394,61,0
13524,0,1,47,2,165,0.35482,289.8550725,28.72737719,76,1
13525,0,1,63,1,146,0.33834,200,19.82189026,114,0
13526,0,1,53,2,159,0.3402,337.6811594,33.46739443,124,1
13527,1114.488349,1,56,3,171,0.368,33.91304348,1.680551566,120,1
13528,810.5369807,1,62,2,154,0.35474,295.6521739,29.30192473,114,0
13529,0,1,38,1,171,0.34832,37.68115942,3.734559035,85,0
13530,0,1,53,2,170,0.34888,124.6376812,12.35277219,120,0
13531,8105.369807,1,55,2,164,0.37,215.942029,17.23642631,132,0
13532,3039.513678,1,60,2,158,0.32914,217.3913043,21.54553289,110,1
13533,0,1,57,1,148,0.36,884.057971,87.61850043,114,0
13534,1266.464032,1,64,2,162,0.33044,456.5217391,45.24561907,117,1
13535,1542.046606,1,45,3,164,0.37,754.4637681,56.01838552,93,1
13536,0,0,75,2,160,0.33,279.342029,12.06549842,11,0
13537,506.585613,1,43,2,147,0.38,79.56521739,7.885665039,120,1
13538,0,1,42,1,146,0.38,437.5565217,43.36598679,74,0
13539,0,0,48,1,170,0.3321,289.8550725,28.72737719,105,0
13540,0,1,48,2,159,0.32,494.2028986,48.98017811,131,0
13543,1013.171226,1,48,2,156,0.332,0,0,-608,1
13544,0,0,67,3,156,0.35652,168.9855072,16.7480609,77,0
13545,455.9270517,1,42,1,164,0.3811,4.927536232,0.316001149,54,1
13546,0,1,49,2,167,0.37,217.3913043,20.10916403,102,1
13547,0,1,61,1,146,0.32082,326.0869565,15.62769319,81,0
13548,3039.513678,1,74,2,168,0.37,144.9275362,14.3636886,24,1
13549,3039.513678,1,57,2,170,0.30814,521.7391304,8.618213157,84,1
13550,0,1,51,1,146,0.35,171.0144928,16.94915254,125,1
13551,0,1,60,2,159,0.3311,486.9565217,48.26199368,127,0
13552,0,1,50,2,169,0.36908,951.5942029,94.31197932,132,1
13553,0,1,75,1,146,0.38,188.4057971,18.67279517,87,0
13554,0,0,62,3,154,0.37128,1357.101449,134.50158,121,0
13555,0,1,55,2,164,0.34,365.2173913,36.19649526,126,0
13556,0,0,54,2,164,0.31724,129.8550725,12.86986498,69,1
13557,0,1,74,1,176,0.3858,94.20289855,0,96,0
13558,607.9027356,1,38,1,156,0.34,211.5942029,20.97098535,118,0
13559,0,1,46,1,164,0.33018,144.9275362,14.3636886,131,0
13560,1519.756839,1,68,1,166,0.37808,894.2028986,88.62395863,108,1
13561,2836.879433,1,75,3,156,0.32238,634.4927536,20.10916403,82,1
13562,0,0,44,4,164,0.3126,0,0,-609,1
13563,0,1,65,2,146,0.32762,104.3478261,4.941108877,95,1
13564,0,1,53,1,173,0.35,378.5507246,37.51795461,81,0
13565,11144.88349,1,71,3,159,0.3615,2198.26087,217.8684286,96,0
13566,5065.85613,1,52,2,146,0.33998,1159.42029,21.54553289,87,1
13567,3039.513678,1,72,1,175,0.25754,611.5942029,36.19649526,128,0
13568,0,1,45,1,146,0.30522,272.4637681,27.00373456,110,1
13569,0,1,51,1,146,0.25154,63.76811594,0,131,0
13570,0,1,66,2,152,0.308,102.4695652,0,68,0
13571,1519.756839,1,46,2,160,0.38,579.7101449,57.45475438,15,1
13572,506.585613,1,50,1,175,0.37,107.2463768,2.872737719,83,1
13573,0,1,47,2,164,0.36848,463.7681159,11.2036771,66,0
13574,0,1,47,1,176,0.37,26.66666667,2.642918702,9,1
13575,0,1,42,1,159,0.26566,231.884058,1.149095088,39,0
13576,0,1,64,2,159,0.36,1123.768116,111.3760414,122,0
13577,0,0,41,2,166,0.30384,164.3478261,16.28842287,85,1
13578,0,0,53,2,160,0.38,220.2898551,21.83280666,109,1
13579,0,0,73,1,146,0.32,130.4347826,0,132,0
13580,911.8541033,1,54,2,146,0.34836,869.5652174,86.18213157,129,1
13581,0,1,56,2,164,0.35488,652.173913,64.63659868,-1,1
13582,0,1,40,1,167,0.35462,115.942029,11.49095088,101,0
13583,1317.122594,1,48,2,162,0.37988,237.6811594,23.5564493,104,1
13584,0,1,60,2,164,0.28572,1584.637681,157.0525711,113,1
13585,0,1,40,2,164,0.33432,31.88405797,3.160011491,112,0
13587,5065.85613,1,65,2,168,0.27142,1127.536232,43.37833956,69,1
13588,0,0,57,2,171,0.34,1449.275362,143.636886,125,0
13589,0,1,48,3,164,0.37602,191.3043478,18.96006895,128,0
13590,0,1,59,3,159,0.37,94.20289855,9.336397587,88,0
13591,0,1,52,1,146,0.33334,398.5507246,39.50014364,127,1
13592,0,0,56,2,152,0.34,237.6811594,17.23642631,116,0
13593,0,1,62,2,159,0.28,1630.434783,161.5914967,114,1
13594,1823.708207,1,51,2,176,0.36666,100,0,105,0
13595,0,0,69,2,146,0.28,662.173913,65.62769319,82,0
13596,0,0,47,3,154,0.35,47.82608696,4.740017236,49,0
13597,0,1,46,3,164,0.36716,149.2753623,14.79459925,110,0
13598,1013.171226,1,75,2,156,0.3084,733.3333333,34.04194197,126,1
13599,810.5369807,1,56,2,156,0.3687,10.14492754,0,56,1
13600,0,1,51,3,154,0.36,73.62318841,7.296753806,-10,0
13601,101.3171226,1,41,3,151,0.36824,43.47826087,4.309106579,58,0
13602,0,0,44,1,146,0.31706,58.6057971,5.808388394,107,1
13603,5065.85613,1,71,2,160,0.38,488.4057971,48.40563057,96,0
13604,0,1,46,1,160,0.32762,640.5797101,57.45475438,120,1
13605,0,0,53,2,170,0.361,188.4057971,18.67279517,105,0
13606,0,1,63,1,175,0.3647,1272.463768,126.1131859,128,1
13607,0,1,49,1,146,0.34,231.884058,22.98190175,112,0
13609,759.8784195,1,73,1,169,0.32,1141.304348,94.22579718,74,0
13610,0,0,75,2,146,0.26128,724.6376812,71.81844298,61,0
13611,0,0,46,1,159,0.34348,417.3913043,41.36742315,121,0
13613,0,1,57,2,163,0.3251,608.6956522,60.3274921,112,1
13614,0,1,51,3,146,0.34,269.5652174,26.71646079,126,1
13615,0,0,44,2,156,0.3248,624.6376812,61.90749785,85,0
13616,0,1,45,3,147,0.33188,20.28985507,0,-608,1
13618,759.8784195,0,48,2,170,0.36,230.7536232,22.86986498,65,0
13619,0,1,61,3,164,0.38,179.7101449,17.81097386,72,1
13620,0,0,49,1,146,0.34104,127.5362319,12.64004596,77,0
13621,0,0,74,3,164,0.33104,666.6666667,66.07296754,68,0
13622,658.5612969,1,48,1,171,0.33858,289.8550725,28.72737719,67,1
13623,1013.171226,1,44,3,164,0.38,284.0724638,28.15426602,71,1
13624,0,1,71,1,160,0.38,103.4782609,10.25567366,131,0
13625,0,1,52,1,170,0.3485,485.5072464,48.11835679,116,0
13626,1215.805471,1,41,1,151,0.32924,81.15942029,8.043665613,103,1
13627,0,0,62,2,159,0.36038,57.97101449,5.745475438,92,0
13628,1013.171226,1,52,1,168,0.38,463.7681159,8.618213157,104,1
13629,709.2198582,1,51,3,152,0.32596,104.3478261,10.05458202,105,0
13630,0,1,65,2,167,0.31912,850.7246377,84.31485205,130,0
13631,0,1,56,2,171,0.26614,724.6376812,71.81844298,126,0
13632,0,0,41,1,157,0.3138,12.93913043,0,133,1
13633,1519.756839,1,48,1,170,0.38,202.8985507,16.66187877,92,1
13634,0,1,46,1,167,0.36994,460.8695652,45.67652973,98,1
13635,0,0,47,3,147,0.37,86.95652174,8.101120368,113,0
13636,0,1,43,2,169,0.32984,0.579710145,0,131,1
13637,911.8541033,1,53,3,164,0.3698,101.4492754,10.05458202,84,1
