comp_interno1,comp_interno2,comp_interno4,categoria1,categoria3,comp_mixto1,comp_externo1,comp_externo2,comp_externo3,Comp_final
0,b'0',52,1,166,0.38,112.7536232,11.17494973,107,1
0,b'1',52,2,159,0.32694,45.2173913,4.481470842,20,1
0,b'0',52,2,170,0.33424,107.5362319,10.65785694,100,1
1013.171226,b'0',48,2,159,0.34,217.3913043,21.54553289,112,1
0,b'0',45,1,160,0.356,38.84057971,3.849468544,114,1
0,b'0',60,1,167,0.30304,217.3913043,21.54553289,105,1
0,b'1',73,2,164,0.37112,717.3913043,71.10025855,124,1
1823.708207,b'0',53,1,168,0.31334,184.057971,18.24188452,55,1
3039.513678,b'0',74,3,146,0.38,481.1594203,47.68744614,121,1
0,b'1',57,3,160,0.3271,368.115942,5.745475438,124,1
2026.342452,b'1',68,2,147,0.35722,289.8550725,22.40735421,128,1
0,b'1',43,1,164,0.368,60.86956522,6.03274921,115,1
810.5369807,b'0',50,2,156,0.37,92.75362319,9.192760701,69,1
0,b'0',42,3,146,0.38,97.97101449,9.70985349,86,1
0,b'1',57,3,164,0.38,63.76811594,6.320022982,59,1
0,b'1',67,2,159,0.29942,724.6376812,71.81844298,110,1
861.195542,b'0',58,1,175,0.37,1252.173913,124.1022695,77,1
0,b'1',56,3,164,0.31784,365.2173913,36.19649526,87,1
0,b'0',52,1,159,0.37,268.115942,26.5728239,65,1
0,b'1',53,2,164,0.38,408.6956522,40.50560184,127,1
0,b'0',41,1,169,0.36996,8.695652174,0.861821316,51,1
0,b'1',75,1,162,0.36,521.7391304,51.70927894,115,1
0,b'1',55,1,175,0.31648,1275.362319,126.4004596,21,1
0,b'0',44,1,159,0.33662,144.9275362,14.3636886,66,1
0,b'1',49,1,151,0.36058,86.95652174,8.618213157,50,1
0,b'0',75,3,176,0.26666,1357.101449,89.19850618,108,1
0,b'1',44,1,168,0.324,231.884058,22.98190175,80,1
0,b'1',75,2,151,0.33998,785.2173913,77.82246481,-601,1
0,b'1',47,1,159,0.34342,373.9130435,37.05831658,91,1
101.3171226,b'1',45,3,177,0.29492,3.47826087,0.344728526,-608,1
1013.171226,b'1',46,1,155,0.37,84.05797101,8.330939385,52,1
0,b'0',43,2,156,0.34928,124.3478261,12.32404481,63,1
0,b'0',41,1,169,0.31958,57.97101449,-10,-608,1
0,b'1',51,3,164,0.34854,289.8550725,28.72737719,71,1
0,b'1',64,4,164,0.36,176.8115942,-10,78,1
3647.416413,b'1',34,2,147,0.34446,243.4782609,21.54553289,93,1
0,b'1',66,3,146,0.3348,476.2492754,47.20080437,96,1
2532.928065,b'1',68,2,156,0.37948,23.91304348,-10,128,1
506.585613,b'0',42,1,156,0.36,200,19.82189026,65,1
0,b'1',43,1,164,0.30602,50.08695652,-10,128,1
0,b'0',55,1,160,0.338,371.0144928,36.7710428,132,1
0,b'0',69,3,148,0.30666,326.0869565,21.54553289,85,1
810.5369807,b'1',53,1,177,0.24,75.36231884,3.878195921,97,1
0,b'0',69,3,175,0.38,107.9855072,-10,53,1
0,b'0',51,1,146,0.30056,2.026086957,-10,99,1
0,b'1',52,3,164,0.33466,93.04347826,9.221488078,75,1
0,b'0',56,1,169,0.33658,194.7826087,19.30479747,119,1
0,b'1',65,2,160,0.34002,1068.405797,64.92387245,119,1
0,b'1',45,1,170,0.3699,105.2173913,10.42803792,129,1
0,b'1',57,2,169,0.36,-10,-10,81,1
2836.879433,b'0',72,2,162,0.36996,214.4927536,14.3636886,50,1
2026.342452,b'0',54,2,156,0.35566,482.6086957,47.83108302,76,1
0,b'0',48,1,146,0.34228,289.8550725,28.72737719,124,1
0,b'0',50,1,164,0.36988,28.98550725,-10,-29,1
0,b'1',75,1,146,0.36108,202.8985507,15.80005745,112,1
0,b'0',74,3,164,0.32394,748.115942,74.14536053,114,1
506.585613,b'0',65,1,160,0.30102,14.50434783,-10,93,1
3546.099291,b'1',63,2,156,0.28812,231.884058,22.98190175,123,1
0,b'0',44,1,164,0.36898,281.1594203,27.86555587,50,1
2026.342452,b'1',57,3,159,0.37,620.2898551,61.47658719,124,1
0,b'1',46,1,168,0.36442,289.8550725,18.96006895,106,1
5065.85613,b'1',67,2,146,0.34098,579.7101449,33.7546682,110,1
0,b'1',44,1,158,0.35828,28.98550725,2.872737719,60,1
0,b'0',47,2,170,0.32898,18.84057971,1.867279517,-608,1
0,b'1',49,1,164,0.3485,113.0434783,11.2036771,110,1
0,b'1',54,3,146,0.31408,246.9565217,24.47572537,97,1
0,b'0',56,2,164,0.34,314.4927536,31.16920425,140,1
1519.756839,b'1',45,3,164,0.29264,252.173913,24.99281816,64,1
911.8541033,b'0',55,3,164,0.38,151.3043478,14.99569089,123,1
861.195542,b'1',75,1,169,0.38,168.115942,16.66187877,79,1
0,b'1',49,1,160,0.36984,1159.42029,12.92731974,28,1
0,b'1',50,2,170,0.3332,333.3333333,22.98190175,110,1
1013.171226,b'1',55,1,173,0.3238,321.7391304,31.88738868,28,1
759.8784195,b'0',54,2,170,0.29886,-10,-10,112,1
455.9270517,b'1',46,3,151,0.32308,63.76811594,6.320022982,23,1
0,b'1',46,1,156,0.36998,411.5942029,4.452743465,88,1
0,b'1',40,3,164,0.37838,63.76811594,6.320022982,99,1
0,b'1',49,1,167,0.33,34.7826087,3.447285263,50,1
0,b'0',66,3,164,0.37,441.4115942,18.41424878,124,1
0,b'0',69,2,170,0.33882,247.826087,24.41827061,109,1
0,b'1',58,2,159,0.33392,762.2318841,75.5443838,116,1
0,b'1',65,1,149,0.37,100,9.910945131,33,1
607.9027356,b'1',56,1,157,0.37528,271.3043478,26.86009767,90,1
1823.708207,b'1',71,3,159,0.25444,347.826087,-10,121,1
5065.85613,b'0',75,3,154,0.26,539.1304348,53.43292157,137,1
0,b'1',55,2,151,0.38062,52.17391304,5.170927894,132,1
1519.756839,b'0',70,3,159,0.37,566.3768116,56.13329503,101,1
0,b'0',49,1,171,0.35794,128.4057971,12.7262281,59,1
1823.708207,b'1',59,2,159,0.36,620.2898551,61.47658719,131,1
3039.513678,b'1',51,2,169,0.24286,233.3333333,23.12553864,104,1
0,b'1',41,1,163,0.38,86.95652174,8.618213157,57,1
0,b'0',51,1,166,0.2722,138.5507246,13.7316863,109,1
0,b'1',47,1,160,0.38,1120,111.0025855,97,1
0,b'0',45,1,164,0.33286,43.47826087,-10,68,1
4052.684904,b'1',59,1,159,0.37412,217.3913043,21.54553289,62,1
0,b'1',39,3,164,0.34236,52.17391304,5.170927894,98,1
2026.342452,b'1',70,2,170,0.38,149.0115942,8.618213157,41,1
0,b'0',64,3,164,0.24422,32.75362319,3.246193623,59,1
0,b'1',38,2,147,0.38,34.7826087,-10,92,1
0,b'1',57,2,159,0.36842,458.2608696,45.41798334,98,1
0,b'1',54,1,166,0.37,252.173913,24.99281816,62,1
0,b'0',67,3,167,0.36,66.37681159,6.578569377,71,1
0,b'1',58,1,170,0.3003,434.7826087,24.41827061,-24,1
2836.879433,b'0',75,1,159,0.27142,881.1594203,87.33122666,112,1
0,b'0',48,1,160,0.37,43.47826087,0.861821316,90,1
0,b'1',46,3,159,0.37,220.2898551,21.83280666,64,1
0,b'1',49,1,162,0.34,521.7391304,51.70927894,53,1
2532.928065,b'1',74,3,166,0.35942,1884.057971,34.7601264,109,1
0,b'0',46,1,146,0.36,144.9246377,14.36340132,84,1
0,b'0',49,1,160,0.38,57.97101449,5.745475438,67,1
0,b'0',41,3,159,0.28492,-10,-10,-609,1
0,b'0',47,2,146,0.37272,171.0144928,16.94915254,116,1
6079.027356,b'0',74,2,159,0.31666,942.0289855,93.36397587,89,1
0,b'1',65,3,164,0.29412,434.7536232,38.78195921,27,1
0,b'1',55,3,146,0.36006,602.8985507,28.15282965,87,1
0,b'1',48,1,151,0.39,200,19.82189026,110,1
1013.171226,b'1',50,1,170,0.36,101.4492754,5.170927894,94,1
810.5369807,b'1',68,1,159,0.36988,89.85507246,8.905486929,39,1
3546.099291,b'1',65,2,157,0.34508,466.6666667,46.25107728,96,1
0,b'1',65,2,175,0.38,465.2173913,37.63286412,59,1
0,b'1',43,3,164,0.37726,57.97101449,5.745475438,111,1
4559.270517,b'1',43,1,146,0.30976,200,19.82189026,75,1
0,b'1',58,3,148,0.29938,565.2173913,35.90922149,85,1
0,b'1',55,2,164,0.38,434.7826087,43.09106579,131,1
0,b'1',72,3,157,0.26106,1188.405797,117.7822465,78,1
0,b'1',69,3,173,0.28798,226.0869565,22.40735421,77,1
0,b'1',53,3,164,0.27708,362.3188406,35.90922149,102,1
0,b'0',75,1,166,0.26728,257.9710145,-10,132,1
0,b'0',52,1,163,0.32504,42.02898551,4.165469693,79,1
0,b'1',43,3,146,0.35516,120.2898551,11.92186153,117,1
607.9027356,b'1',55,3,159,0.33854,376.8115942,-10,99,1
0,b'0',45,3,160,0.34448,60.86956522,5.745475438,95,1
506.585613,b'0',49,2,176,0.32418,133.0434783,13.18586613,115,1
0,b'1',31,1,175,0.32,0.005797101,-10,124,1
911.8541033,b'1',75,3,160,0.37996,611.5942029,60.61476587,95,1
0,b'1',47,2,146,0.3399,371.0144928,36.7710428,118,1
1013.171226,b'0',62,3,168,0.38,217.3913043,2.154553289,116,1
0,b'0',43,1,171,0.33546,144.9275362,14.3636886,79,1
3546.099291,b'1',64,2,167,0.32632,57.97101449,-10,72,1
1013.171226,b'1',58,2,154,0.31696,724.6376812,51.1347314,121,1
0,b'1',67,1,160,0.36372,-10,-10,96,1
1519.756839,b'0',61,1,160,0.36196,159.4202899,15.80005745,54,1
0,b'1',58,4,164,0.33846,65.2173913,-10,134,1
0,b'1',50,2,146,0.35328,228.9855072,22.69462798,105,1
1013.171226,b'1',70,3,171,0.35278,1014.492754,17.81097386,119,1
0,b'0',49,1,146,0.33824,144.9275362,14.3636886,117,1
0,b'1',57,1,159,0.2799,75.36231884,-10,69,1
0,b'0',42,1,160,0.277,266.6666667,26.42918702,107,1
0,b'1',50,2,173,0.368,28.98550725,-10,70,1
0,b'1',71,3,171,0.30626,434.7826087,34.47285263,52,1
607.9027356,b'1',62,1,160,0.36,139.1304348,12.64004596,119,1
0,b'1',52,2,153,0.3038,57.97101449,5.745475438,58,1
0,b'1',45,1,164,0.38888,0.023188406,-10,-608,1
0,b'0',53,1,151,0.35676,217.3913043,9.480034473,69,1
0,b'0',56,1,146,0.2942,179.7101449,17.81097386,105,1
0,b'0',46,2,146,0.36982,69.56521739,-10,130,1
0,b'1',55,1,160,0.33268,203.7681159,20.19534616,125,1
2026.342452,b'1',73,2,165,0.26158,179.7101449,17.81097386,77,1
0,b'1',61,2,149,0.33298,228.9855072,-10,81,1
0,b'1',72,2,173,0.33334,435.942029,43.20597529,69,1
1519.756839,b'1',75,2,164,0.37174,579.7101449,28.72737719,114,1
0,b'1',72,2,146,0.33158,2898.550725,44.81470842,69,1
0,b'0',51,1,169,0.36,724.6376812,71.81844298,81,1
0,b'0',71,1,167,0.34,259.1304348,8.361677679,108,1
0,b'1',56,1,169,0.29524,164.6376812,16.31715024,120,1
0,b'1',42,1,165,0.35384,289.8550725,12.92731974,43,1
3039.513678,b'1',70,2,160,0.2887,97.39130435,9.652398736,129,1
759.8784195,b'1',43,1,169,0.36876,351.1681159,34.80407929,54,1
1570.4154,b'1',43,1,157,0.364,311.5942029,30.88193048,93,1
15197.56839,b'1',75,1,160,0.26306,973.9130435,96.52398736,94,1
1519.756839,b'1',69,2,175,0.37,115.942029,11.49095088,88,1
0,b'1',42,1,160,0.32,59.42028986,5.745475438,28,1
0,b'0',65,3,164,0.35,226.6666667,22.46480896,72,1
0,b'0',54,2,162,0.32,368.4057971,36.51249641,71,1
658.5612969,b'0',58,1,173,0.32222,123.5913043,12.24906636,99,1
0,b'1',44,1,164,0.35912,153.6231884,15.22550991,110,1
0,b'0',42,1,164,0.34,1000.869565,99.19563344,71,1
3039.513678,b'1',62,3,166,0.31956,553.6231884,30.88193048,99,1
0,b'0',43,1,164,0.3358,57.97101449,5.745475438,102,1
0,b'1',42,1,164,0.34314,66.66666667,6.607296754,111,1
0,b'0',42,3,146,0.38,28.98550725,2.872737719,73,1
0,b'1',61,2,175,0.3,1278.26087,126.6877334,98,1
0,b'0',74,2,166,0.36448,289.8550725,16.20224074,89,1
1013.171226,b'1',62,2,156,0.339,606.3768116,60.09767308,124,1
1013.171226,b'0',52,3,155,0.31494,507.2463768,26.86009767,121,1
0,b'0',57,3,164,0.34,286.3768116,28.38264866,65,1
0,b'1',70,1,146,0.3,474.1768116,-10,132,1
1215.805471,b'1',58,2,175,0.34,312.173913,30.93938523,72,1
1519.756839,b'1',75,1,174,0.37,217.3913043,-10,62,1
2532.928065,b'0',65,2,167,0.38,376.8115942,33.5564493,96,1
1013.171226,b'1',56,5,166,0.37,194.2028986,19.24734272,105,1
1519.756839,b'1',65,2,170,0.27862,-10,-10,62,1
1874.366768,b'1',52,2,146,0.3568,521.7391304,51.70927894,115,1
0,b'0',75,3,159,0.37028,865.2173913,85.75122091,100,1
1519.756839,b'1',41,1,153,0.3625,615.6521739,8.043665613,105,1
0,b'1',60,2,151,0.37,255.0724638,25.28009193,77,1
0,b'1',51,1,158,0.38,304.7826087,30.20683712,110,1
0,b'1',61,1,146,0.27706,257.3913043,25.50991095,85,1
0,b'0',74,2,170,0.2983,102.6086957,10.16949153,94,1
1013.171226,b'1',65,1,154,0.34944,-10,10.57167481,132,1
1823.708207,b'1',55,1,158,0.3732,375.3623188,37.20195346,52,0
1519.756839,b'1',59,1,169,0.3104,492.7536232,48.83654122,121,1
0,b'1',56,3,164,0.32982,179.7101449,17.81097386,69,1
6079.027356,b'0',73,3,147,0.32222,1079.710145,107.00948,131,1
0,b'0',75,3,148,0.31112,192.7536232,19.10370583,142,1
0,b'1',47,1,151,0.32206,94.20289855,9.336397587,85,1
0,b'1',46,1,146,0.32222,176.8115942,17.52370009,109,1
729.4832827,b'1',54,1,156,0.3472,414.4927536,41.08014938,64,1
2026.342452,b'1',53,1,168,0.30876,652.173913,64.63659868,73,1
0,b'1',69,4,164,0.25586,217.3913043,21.54553289,121,1
4052.684904,b'1',66,3,159,0.23362,-10,-10,32,1
1519.756839,b'1',41,1,167,0.34,420.2898551,41.65469693,64,1
0,b'0',60,2,162,0.27434,1115.652174,109.8822178,111,1
0,b'1',63,1,147,0.38,52.17391304,5.170927894,134,1
0,b'1',51,1,146,0.31104,342.0289855,33.89830508,25,1
0,b'0',50,1,167,0.34286,69.27536232,6.492387245,86,1
2532.928065,b'1',61,2,159,0.24302,336.2318841,27.00373456,117,1
0,b'1',43,2,167,0.34,173.9130435,17.23642631,108,1
0,b'0',52,2,160,0.26666,124.6376812,12.35277219,31,1
506.585613,b'1',45,1,154,0.33566,120.2898551,-10,26,1
0,b'1',58,1,160,0.37,37.68115942,3.734559035,91,1
0,b'1',56,1,146,0.37998,643.4782609,63.77477736,8,1
1519.756839,b'1',73,2,154,0.36166,313.0434783,31.02556737,93,1
2532.928065,b'1',57,3,173,0.28,301.4492754,29.87647228,50,1
0,b'1',59,1,164,0.37,28.98550725,-10,80,1
0,b'1',54,2,164,0.36856,559.4202899,55.44383798,28,0
0,b'0',50,1,160,0.3469,61.65217391,6.110313128,132,1
0,b'1',44,1,164,0.36,127.5362319,12.64004596,119,1
1112.462006,b'1',66,1,154,0.33424,434.7826087,33.61103131,55,0
2026.342452,b'1',51,1,159,0.28544,169.5652174,14.93823614,119,1
0,b'1',75,2,146,0.33388,248.115942,21.54553289,96,1
0,b'1',50,3,172,0.36002,1016.521739,100.7469118,97,1
0,b'1',61,1,171,0.368,185.5072464,18.3855214,36,1
0,b'1',46,3,164,0.33282,217.3913043,21.54553289,61,1
0,b'1',46,2,147,0.28078,723.7681159,71.73226084,-25,1
0,b'0',55,1,166,0.37704,124.3478261,12.32404481,71,1
0,b'1',46,2,162,0.35572,144.9275362,14.3636886,129,1
911.8541033,b'0',47,4,167,0.37,86.95652174,8.618213157,125,1
0,b'1',54,2,169,0.33696,14.49275362,1.43636886,-608,1
0,b'1',59,1,159,0.32234,869.5652174,43.09106579,99,1
658.5612969,b'0',56,1,154,0.37,653.9130435,64.80896294,69,1
0,b'0',45,2,146,0.3716,66.66666667,6.607296754,114,1
0,b'1',57,2,164,0.26452,1052.173913,104.2803792,41,1
1519.756839,b'0',75,1,148,0.38,278.8405797,27.63573686,132,1
9625.126646,b'1',60,3,146,0.28696,1515.942029,150.2441827,99,1
709.2198582,b'1',75,1,169,0.33472,-10,-10,54,1
0,b'1',40,2,148,0.28,254.4927536,25.22263717,125,1
0,b'1',41,1,146,0.31842,220.2898551,21.83280666,50,1
0,b'1',45,1,151,0.33334,11.5942029,-10,-608,1
1519.756839,b'1',73,4,154,0.28028,589.8550725,35.62194772,127,1
1013.171226,b'1',44,1,169,0.37,86.95652174,8.618213157,87,1
0,b'1',43,1,159,0.38,115.942029,11.49095088,40,1
0,b'1',51,2,156,0.27658,95.65217391,-10,129,1
0,b'1',64,4,164,0.31844,81.15942029,8.043665613,46,1
0,b'1',46,1,146,0.37,211.884058,20.99971273,60,1
0,b'1',51,3,159,0.37,115.6521739,11.4622235,81,1
0,b'1',45,6,160,0.32856,60.86956522,6.03274921,66,1
0,b'1',44,1,151,0.3,10.14492754,-10,129,1
1215.805471,b'0',64,3,162,0.29736,240.5797101,23.84372307,111,1
0,b'1',49,1,151,0.33354,440.5797101,36.19649526,61,1
0,b'0',75,2,160,0.3,978.2608696,96.95489802,124,1
405.2684904,b'1',67,2,156,0.38,69.56521739,0.001436369,128,1
0,b'1',69,1,159,0.34286,1382.608696,137.0295892,71,1
0,b'0',58,3,164,0.33542,108.6956522,10.77276645,132,1
0,b'1',61,2,167,0.35662,2550.724638,-10,63,1
0,b'0',51,1,160,0.31326,148.4057971,14.70841712,117,1
0,b'1',45,3,164,0.32482,2.898550725,-10,52,1
0,b'0',43,3,164,0.36638,34.7826087,3.447285263,94,1
0,b'0',42,2,146,0.25948,385.5072464,24.76299914,73,1
1519.756839,b'0',67,3,164,0.3694,301.4492754,29.87647228,97,1
1013.171226,b'0',50,3,164,0.36162,260.8695652,25.85463947,118,1
2026.342452,b'0',65,3,152,0.24434,434.7826087,43.09106579,118,1
759.8784195,b'1',52,1,146,0.36,75.94202899,0.000287274,119,1
405.2684904,b'1',48,3,161,0.32364,55.07246377,-10,80,1
3039.513678,b'1',75,3,154,0.2588,562.3188406,55.73111175,99,1
5065.85613,b'1',69,2,170,0.25174,459.4202899,39.64378052,132,1
1519.756839,b'1',69,1,175,0.37,179.7101449,14.9583453,-33,1
0,b'1',58,1,160,0.37,376.8115942,37.34559035,80,1
0,b'1',60,1,160,0.34368,1202.753623,119.2042517,128,1
0,b'1',50,3,146,0.36,1449.275362,5.745475438,79,1
0,b'1',39,1,169,0.33526,37.97101449,3.763286412,114,1
0,b'0',56,1,158,0.37998,217.3913043,21.54553289,103,1
0,b'0',40,1,164,0.28058,104.3478261,10.34185579,63,1
0,b'1',57,2,148,0.2403,1571.165217,133.0364838,55,1
658.5612969,b'1',59,2,154,0.32608,115.942029,11.49095088,91,1
0,b'1',57,1,146,0.36942,57.97101449,5.745475438,29,1
0,b'0',53,1,148,0.38,281.1594203,27.86555587,81,1
1519.756839,b'0',50,2,146,0.3196,847.826087,84.02757828,81,1
0,b'1',45,1,151,0.345,81.15942029,5.458201666,104,1
2330.29382,b'1',72,1,167,0.38,1825.797101,180.9537489,110,1
0,b'1',45,1,173,0.33606,110.1304348,8.072392991,88,1
0,b'1',69,2,156,0.374,647.826087,64.20568802,126,1
4052.684904,b'1',43,2,154,0.26,375.942029,37.25940822,108,1
0,b'0',63,1,159,0.33704,289.8550725,28.72737719,104,1
0,b'1',41,3,177,0.38,376.8115942,37.34559035,116,1
658.5612969,b'1',74,1,164,0.34148,663.7681159,65.78569377,108,1
0,b'0',64,1,170,0.37,28.69275362,2.298190175,125,1
0,b'1',63,3,164,0.29328,821.7391304,81.44211433,-22,1
1266.464032,b'0',60,1,167,0.34084,138.5507246,13.7316863,93,1
6079.027356,b'1',66,1,146,0.38,217.3913043,21.54553289,101,1
0,b'1',50,3,168,0.37,289.8550725,28.72737719,78,1
709.2198582,b'1',57,3,166,0.33334,40.57971014,-10,108,1
12158.05471,b'1',75,2,166,0.30666,724.6376812,71.81844298,44,1
0,b'0',58,2,160,0.26882,703.1884058,69.69261706,102,1
0,b'0',65,3,159,0.36,-10,-10,-609,1
0,b'1',42,1,163,0.3329,28.98550725,2.872737719,91,1
1013.171226,b'1',75,3,153,0.36,695.6521739,68.94570526,125,1
0,b'1',67,2,156,0.35984,434.7826087,43.09106579,74,1
0,b'1',59,3,164,0.38,243.4782609,24.13099684,-36,1
0,b'0',63,2,160,0.31474,322.5507246,31.96782534,104,1
0,b'0',72,3,146,0.28182,1083.478261,14.3636886,92,1
5065.85613,b'1',71,3,160,0.24,208.6956522,14.46136168,104,1
0,b'1',61,4,164,0.28,744.9275362,73.82935938,126,1
0,b'1',45,1,166,0.335,126.0869565,12.49640908,38,1
937.183384,b'1',67,1,169,0.28672,202.8985507,7.900028727,71,1
0,b'1',74,2,162,0.36,997.884058,98.89974145,76,1
1013.171226,b'1',56,2,164,0.38,347.826087,34.47285263,63,1
2532.928065,b'1',69,5,164,0.26058,405.7971014,5.745475438,63,1
0,b'1',53,2,171,0.36916,50.72463768,2.010916403,92,1
5065.85613,b'0',64,2,147,0.3238,579.7101449,48.83654122,115,1
0,b'1',70,1,163,0.37,144.9275362,14.3636886,46,1
5065.85613,b'1',69,2,175,0.34,211.5942029,20.97098535,81,1
0,b'0',59,2,146,0.32086,540.5797101,53.57655846,83,1
0,b'1',49,2,160,0.37376,747.826087,14.3636886,78,1
759.8784195,b'1',50,3,152,0.37,14.50434783,1.437517955,87,1
0,b'1',41,2,147,0.35954,134.7826087,13.35823039,51,1
0,b'1',55,2,163,0.3161,107.2463768,10.62912956,112,1
0,b'1',45,1,160,0.37,434.7826087,15.51278368,120,1
0,b'1',47,2,156,0.28696,69.56521739,6.894570526,123,1
0,b'0',51,1,164,0.3082,182.6086957,17.95461074,102,1
0,b'1',44,1,146,0.38,202.8985507,20.10916403,75,1
0,b'0',58,1,148,0.2935,223.1884058,22.12008044,105,1
0,b'1',44,1,164,0.2678,57.97101449,5.745475438,114,1
1013.171226,b'1',58,3,147,0.37036,107.2463768,10.62912956,103,1
0,b'1',73,1,168,0.37998,60.86956522,6.03274921,95,1
0,b'1',48,1,146,0.36,144.9275362,14.3636886,46,1
1519.756839,b'1',73,1,163,0.38,1159.42029,71.81844298,71,1
0,b'1',48,1,146,0.30966,336.2318841,33.32375754,101,1
1519.756839,b'1',41,2,171,0.33,542.0289855,53.72019535,125,1
607.9027356,b'0',47,1,175,0.368,72.46376812,7.181844298,98,1
962.5126646,b'1',55,1,167,0.37,153.6231884,15.22550991,128,1
0,b'0',46,6,146,0.31634,217.3913043,21.54553289,63,1
0,b'1',72,3,164,0.25334,682.3188406,47.80235564,50,1
0,b'1',58,2,161,0.34736,318.8405797,31.60011491,101,1
0,b'0',62,4,160,0.3125,28.8115942,2.855501293,110,1
0,b'1',50,2,146,0.28374,1039.130435,102.9876472,84,1
0,b'0',50,2,171,0.30074,255.0724638,25.28009193,81,1
0,b'0',55,3,146,0.28772,798.5507246,79.14392416,96,1
14994.93414,b'1',52,2,164,0.32798,727.5362319,72.10571675,101,1
1013.171226,b'0',52,3,161,0.34838,-10,-10,-609,1
531.9148936,b'1',48,3,147,0.34762,57.97101449,5.745475438,81,1
0,b'1',45,1,159,0.36552,217.3913043,21.54553289,79,1
0,b'0',49,2,167,0.31844,733.3333333,72.68026429,62,1
0,b'1',57,2,146,0.38,410.1449275,35.04740017,56,1
0,b'1',54,1,159,0.33024,523.1884058,51.85291583,126,1
0,b'0',51,3,156,0.37,52.46376812,2.843723068,91,1
354.6099291,b'0',42,1,156,0.33026,47.82608696,4.740017236,119,1
0,b'0',50,1,168,0.38,113.9130435,11.28985924,90,1
0,b'0',48,1,160,0.36666,422.3188406,41.85578857,113,1
0,b'0',63,2,156,0.36,941.1594203,1.437230681,70,1
0,b'1',60,3,160,0.36598,123.1884058,12.20913531,121,1
5065.85613,b'1',65,4,170,0.32,162.3188406,16.08733123,36,1
0,b'0',52,1,160,0.26638,380.2898551,37.69031887,80,1
10131.71226,b'1',71,2,167,0.34,491.3043478,48.69290434,122,1
0,b'0',52,1,161,0.31822,132.4637681,13.12841138,131,1
0,b'0',44,1,154,0.2517,-10,-10,-609,1
0,b'1',54,2,166,0.29066,84.05797101,8.330939385,104,1
0,b'1',66,1,158,0.37,481.1594203,47.68744614,115,1
0,b'1',74,1,170,0.33142,333.3333333,-10,129,1
0,b'0',47,1,159,0.25,107.2463768,10.62912956,79,1
0,b'1',49,2,160,0.32126,130.4347826,12.92731974,81,1
101.3171226,b'1',50,1,151,0.33204,30.43478261,3.016374605,47,1
0,b'1',52,1,152,0.30626,228.9855072,22.69462798,130,1
0,b'1',44,3,164,0.368,86.95652174,3.160011491,77,1
3546.099291,b'1',66,1,162,0.38,289.8550725,28.72737719,93,1
0,b'0',60,4,154,0.38,365.2173913,36.19649526,69,1
1823.708207,b'1',68,1,162,0.3258,621.7391304,61.62022407,115,1
0,b'1',52,1,159,0.38,698.6956522,69.24734272,129,1
0,b'1',50,2,167,0.39,699.7101449,11.49095088,111,1
0,b'1',71,1,160,0.38,180.8695652,15.80005745,116,1
0,b'1',52,2,159,0.29816,-10,-10,-609,1
607.9027356,b'1',49,1,159,0.28664,104.3478261,10.34185579,121,1
810.5369807,b'1',45,1,176,0.34408,144.9275362,14.3636886,57,1
0,b'1',41,1,160,0.35146,176.8115942,17.52370009,120,1
1215.805471,b'1',69,3,167,0.34,386.6666667,38.32232117,134,1
1215.805471,b'1',51,2,169,0.32572,202.8985507,-10,74,1
0,b'1',66,3,176,0.37,566.6666667,56.16202241,78,1
182.3708207,b'1',53,3,155,0.35886,-10,-10,76,1
0,b'1',49,1,164,0.34286,28.98550725,2.872737719,44,1
0,b'1',51,1,146,0.36444,130.4347826,12.92731974,121,1
0,b'1',51,1,175,0.32384,216.8115942,21.48807814,67,1
1519.756839,b'0',68,2,161,0.25,752.4637681,74.57627119,88,1
0,b'1',75,2,160,0.2851,1393.333333,117.7247917,134,1
0,b'1',58,3,164,0.37996,344.9275362,34.18557886,130,1
0,b'0',43,1,164,0.38,36.69565217,3.636885952,121,1
0,b'0',54,1,146,0.38,415.942029,41.22378627,113,1
0,b'0',48,1,160,0.3707,539.1304348,53.43292157,115,1
506.585613,b'1',54,3,164,0.2985,135.6521739,-10,106,1
810.5369807,b'1',70,3,160,0.37114,724.6376812,71.81844298,123,1
0,b'1',48,1,164,0.37142,289.8550725,20.39643781,76,1
2026.342452,b'1',58,3,147,0.32878,0.002898551,-10,76,1
0,b'1',66,2,170,0.22702,536.2318841,12.69750072,22,1
1013.171226,b'1',72,3,148,0.33334,2.898550725,-10,105,1
0,b'1',48,1,146,0.31156,453.6231884,44.9583453,96,1
0,b'0',64,1,158,0.34,-10,-10,-607,1
0,b'0',42,1,146,0.35444,18.84057971,1.867279517,108,1
962.5126646,b'0',55,3,161,0.34642,-10,-10,-609,1
2026.342452,b'1',48,1,146,0.30666,956.5217391,94.80034473,107,1
0,b'1',46,2,164,0.37998,739.1304348,73.25481184,112,1
0,b'0',72,3,160,0.37968,417.3913043,41.36742315,102,1
0,b'1',56,1,160,0.38,828.9855072,82.16029876,65,1
0,b'0',49,2,146,0.332,-10,-10,-609,1
3039.513678,b'1',64,1,146,0.26666,197.6811594,13.78914105,94,1
1519.756839,b'0',56,2,171,0.31348,66.66666667,5.0876185,70,1
0,b'1',60,2,168,0.34,72.46376812,7.181844298,111,1
0,b'1',44,3,164,0.37174,-10,-10,96,1
